Company,Location_HQ,Country,Continent,Laid_Off,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Year
OrCam,Jerusalem,Israel,Asia,62,16.0,388,326,Healthcare,Unknown,2022
Antidote Health,Tel Aviv,Israel,Asia,23,38.0,61,38,Healthcare,Unknown,2022
Khoros,Austin,USA,North America,120,10.0,1200,1080,Sales,Private Equity …,2022
Elinvar,Berlin,Germany,Europe,43,33.0,130,87,Finance,Unknown,2022
Synapsica,New Delhi,India,Asia,30,30.0,100,70,Healthcare,Series A,2022
Hotmart,Belo Horizonte,Brazil,South America,227,12.0,1892,1665,Marketing,Series C,2022
Zeus Living,San Francisco Bay Area,USA,North America,64,46.0,139,75,Real Estate,Series C,2022
Loom,San Francisco Bay Area,USA,North America,23,11.0,209,186,Product,Series C,2022
Gopuff,Philadelphia,USA,North America,250,1.851851851851852,13500,13250,Food,Series H,2022
AtoB,San Francisco Bay Area,USA,North America,32,30.0,107,75,Finance,Series B,2022
InfoSum,London,United Kingdom,Europe,20,12.0,167,147,Security,Series B,2022
Faire,San Francisco Bay Area,USA,North America,84,7.0,1200,1116,Retail,Series G,2022
Leafly,Seattle,USA,North America,56,21.0,267,211,Retail,Post-IPO,2022
Flipboard,San Francisco Bay Area,USA,North America,24,21.0,114,90,Media,Unknown,2022
Beyond Meat,Los Angeles,USA,North America,200,19.0,1053,853,Food,Post-IPO,2022
Beyond Meat,Los Angeles,USA,North America,200,19.0,1053,853,Food,Post-IPO,2022
Playdots,New York City,USA,North America,65,100.0,65,0,Consumer,Acquired,2022
Byju's,Bengaluru,India,Asia,2500,5.0,50000,47500,Education,Private Equity …,2022
6sense,San Francisco Bay Area,USA,North America,150,10.0,1500,1350,Sales,Series E,2022
FrontRow,Bengaluru,India,Asia,130,75.0,173,43,Education,Series A,2022
Noom,New York City,USA,North America,500,10.0,5000,4500,Healthcare,Series F,2022
Brex,San Francisco Bay Area,USA,North America,136,11.0,1236,1100,Finance,Series D,2022
Pacaso,San Francisco Bay Area,USA,North America,100,30.0,333,233,Real Estate,Series C,2022
Udacity,San Francisco Bay Area,USA,North America,55,13.0,423,368,Education,Unknown,2022
Linkfire,Copenhagen,Denmark,Europe,35,35.0,100,65,Marketing,Seed,2022
Momentive,San Francisco Bay Area,USA,North America,180,11.0,1636,1456,Marketing,Post-IPO,2022
Pavilion Data,San Francisco Bay Area,USA,North America,96,96.0,100,4,Infrastructure,Series D,2022
Redesign Health,New York City,USA,North America,67,20.0,335,268,Healthcare,Series C,2022
BioMarin,San Francisco Bay Area,USA,North America,120,4.0,3000,2880,Healthcare,Post-IPO,2022
Crypto.com,Singapore,Singapore,Asia,2000,30.0,6667,4667,Crypto,Unknown,2022
Peloton,New York City,USA,North America,500,12.0,4167,3667,Fitness,Post-IPO,2022
Impossible Foods,San Francisco Bay Area,USA,North America,50,6.0,833,783,Food,Series H,2022
Built In,Chicago,USA,North America,50,25.0,200,150,Recruiting,Series C,2022
8x8,San Francisco Bay Area,USA,North America,200,9.0,2222,2022,Support,Post-IPO,2022
Zoomo,Sydney,Australia,Australia,65,16.0,406,341,Transportation,Series B,2022
Homie,Salt Lake City,USA,North America,40,13.0,308,268,Real Estate,Series B,2022
Spin,San Francisco Bay Area,USA,North America,78,10.0,780,702,Transportation,Acquired,2022
Mux,San Francisco Bay Area,USA,North America,40,20.0,200,160,Infrastructure,Series D,2022
DocuSign,San Francisco Bay Area,USA,North America,671,9.0,7456,6785,Sales,Post-IPO,2022
Divvy Homes,San Francisco Bay Area,USA,North America,40,12.0,333,293,Real Estate,Series B,2022
Moss,Berlin,Germany,Europe,70,15.0,467,397,Finance,Series B,2022
Foxtrot,Chicago,USA,North America,26,4.0,650,624,Food,Series C,2022
Truiloo,Vancouver,Canada,North America,24,5.0,480,456,Security,Series D,2022
NYDIG,New York City,USA,North America,110,33.0,333,223,Crypto,Private Equity …,2022
Kitty Hawk,San Francisco Bay Area,USA,North America,100,100.0,100,0,Aerospace,Unknown,2022
Compass,New York City,USA,North America,271,6.691358024691358,4050,3779,Real Estate,Post-IPO,2022
Ada,Toronto,Canada,North America,78,16.0,488,410,Support,Series C,2022
99,Sao Paulo,Brazil,South America,75,2.0,3750,3675,Transportation,Acquired,2022
Vesalius Therapeutics,Boston,USA,North America,29,43.0,67,38,Healthcare,Series B,2022
Clear,Bengaluru,India,Asia,190,20.0,950,760,Finance,Series C,2022
TrueLayer,London,United Kingdom,Europe,40,10.0,400,360,Finance,Series E,2022
LivePerson,New York City,USA,North America,193,11.0,1755,1562,Support,Post-IPO,2022
Acast,Stockholm,Sweden,Europe,70,15.0,467,397,Media,Post-IPO,2022
WorkRamp,San Francisco Bay Area,USA,North America,35,20.0,175,140,HR,Series C,2022
Twilio,San Francisco Bay Area,USA,North America,800,11.0,7273,6473,Other,Post-IPO,2022
Pitch,Berlin,Germany,Europe,59,30.0,197,138,Marketing,Series B,2022
Infarm,Berlin,Germany,Europe,50,5.0,1000,950,Other,Series D,2022
Rubius,Boston,USA,North America,160,75.0,213,53,Healthcare,Post-IPO,2022
Checkout.com,London,United Kingdom,Europe,100,5.0,2000,1900,Finance,Series D,2022
Taboola,New York City,USA,North America,100,6.0,1667,1567,Marketing,Post-IPO,2022
Patreon,San Francisco Bay Area,USA,North America,80,17.0,471,391,Media,Series F,2022
Compete,Tel Aviv,Israel,Asia,11,28.0,39,28,HR,Series A,2022
Pomelo Fashion,Bangkok,Thailand,Asia,55,8.0,688,633,Retail,Unknown,2022
Simple Feast,Copenhagen,Denmark,Europe,150,100.0,150,0,Food,Unknown,2022
Intercom,San Francisco Bay Area,USA,North America,49,5.0,980,931,Support,Series D,2022
Pendo,Raleigh,USA,North America,45,5.0,900,855,Product,Series F,2022
Demandbase,San Francisco Bay Area,USA,North America,27,3.0,900,873,Sales,Series H,2022
Brave Care,Portland,USA,North America,40,33.0,121,81,Healthcare,Series B,2022
Lawgeex,Tel Aviv,Israel,Asia,30,33.0,91,61,Legal,Series C,2022
Kuda,Lagos,Nigeria,Africa,23,5.0,460,437,Finance,Series B,2022
2TM,Sao Paulo,Brazil,South America,100,15.0,667,567,Crypto,Unknown,2022
Innovaccer,San Francisco Bay Area,USA,North America,90,8.0,1125,1035,Healthcare,Series E,2022
Urban Sports Club,Berlin,Germany,Europe,55,15.0,367,312,Fitness,Unknown,2022
Snap,Los Angeles,USA,North America,1280,20.0,6400,5120,Consumer,Post-IPO,2022
GoodRx,Los Angeles,USA,North America,140,16.0,875,735,Healthcare,Post-IPO,2022
Smava,Berlin,Germany,Europe,100,10.0,1000,900,Finance,Unknown,2022
Hippo Insurance,San Francisco Bay Area,USA,North America,70,10.0,700,630,Finance,Post-IPO,2022
TCR2,Boston,USA,North America,30,20.0,150,120,Healthcare,Post-IPO,2022
Apartment List,San Francisco Bay Area,USA,North America,29,10.0,290,261,Real Estate,Series D,2022
Immersive Labs,Bristol,United Kingdom,Europe,38,10.0,380,342,Security,Series C,2022
54gene,Washington DC,USA,North America,95,30.0,317,222,Healthcare,Series B,2022
Argyle,New York City,USA,North America,20,7.0,286,266,Finance,Series B,2022
Reali,San Francisco Bay Area,USA,North America,140,100.0,140,0,Real Estate,Series B,2022
Loop,Washington DC,USA,North America,15,20.0,75,60,Finance,Series A,2022
Tier Mobility,Berlin,Germany,Europe,180,16.0,1125,945,Transportation,Series D,2022
Packable,New York City,USA,North America,138,20.0,690,552,Retail,Unknown,2022
Q4,Toronto,Canada,North America,50,8.0,625,575,Other,Series C,2022
Skedulo,San Francisco Bay Area,USA,North America,31,8.0,388,357,HR,Series C,2022
Plato,San Francisco Bay Area,USA,North America,29,50.0,58,29,HR,Seed,2022
DataRobot,Boston,USA,North America,242,26.0,930,688,Data,Series G,2022
NSO,Tel Aviv,Israel,Asia,100,14.0,714,614,Security,Seed,2022
Tufin,Boston,USA,North America,55,10.0,550,495,Security,Acquired,2022
Amperity,Seattle,USA,North America,13,3.0,433,420,Marketing,Series D,2022
Wayfair,Boston,USA,North America,870,5.0,17400,16530,Retail,Post-IPO,2022
New Relic,San Francisco Bay Area,USA,North America,110,5.0,2200,2090,Infrastructure,Post-IPO,2022
Wheel,Austin,USA,North America,35,17.0,206,171,Healthcare,Series C,2022
Malwarebytes,San Francisco Bay Area,USA,North America,125,14.0,893,768,Security,Series B,2022
AlayaCare,Montreal,Canada,North America,80,14.0,571,491,Healthcare,Series D,2022
Pliops,Tel Aviv,Israel,Asia,12,9.0,133,121,Data,Series D,2022
Woven,Indianapolis,USA,North America,5,15.0,33,28,HR,Series A,2022
Sema4,Stamford,USA,North America,250,13.0,1923,1673,Healthcare,Post-IPO,2022
Blend,San Francisco Bay Area,USA,North America,220,12.0,1833,1613,Finance,Post-IPO,2022
ContraFect,New York City,USA,North America,16,37.0,43,27,Healthcare,Post-IPO,2022
Peloton,New York City,USA,North America,784,13.0,6031,5247,Fitness,Post-IPO,2022
Truepill,San Francisco Bay Area,USA,North America,175,33.0,530,355,Healthcare,Series D,2022
Calm,San Francisco Bay Area,USA,North America,90,20.0,450,360,Healthcare,Series C,2022
FourKites,Chicago,USA,North America,60,8.0,750,690,Logistics,Series D,2022
Marketforce,Nairobi,Kenya,Africa,54,9.0,600,546,Retail,Series A,2022
Trybe,Sao Paulo,Brazil,South America,47,10.0,470,423,Education,Series B,2022
Permutive,London,United Kingdom,Europe,30,12.0,250,220,Marketing,Series C,2022
GoHealth,Chicago,USA,North America,800,20.0,4000,3200,Healthcare,Post-IPO,2022
Hootsuite,Vancouver,Canada,North America,400,30.0,1333,933,Marketing,Series C,2022
Nutanix,San Francisco Bay Area,USA,North America,270,4.0,6750,6480,Infrastructure,Post-IPO,2022
Quanterix,Boston,USA,North America,130,25.0,520,390,Healthcare,Post-IPO,2022
MadeiraMadeira,Curitiba,Brazil,South America,60,3.0,2000,1940,Retail,Series E,2022
Linktree,Melbourne,Australia,Australia,50,17.0,294,244,Consumer,Unknown,2022
Shogun,San Francisco Bay Area,USA,North America,48,30.0,160,112,Retail,Series C,2022
Groupon,Chicago,USA,North America,500,15.0,3333,2833,Retail,Post-IPO,2022
Loggi,Sao Paulo,Brazil,South America,500,15.0,3333,2833,Logistics,Series F,2022
Perion,Tel Aviv,Israel,Asia,20,5.0,400,380,Marketing,Post-IPO,2022
iRobot,Boston,USA,North America,140,10.0,1400,1260,Consumer,Acquired,2022
Mejuri,Toronto,Canada,North America,50,10.0,500,450,Retail,Series B,2022
Uberflip,Toronto,Canada,North America,31,17.0,182,151,Marketing,Series A,2022
Doma,San Francisco Bay Area,USA,North America,250,13.0,1923,1673,Finance,Post-IPO,2022
Jam City,Los Angeles,USA,North America,200,17.0,1176,976,Consumer,Unknown,2022
10X Genomics,San Francisco Bay Area,USA,North America,100,8.0,1250,1150,Healthcare,Post-IPO,2022
LEAD,Mumbai,India,Asia,80,4.0,2000,1920,Education,Series E,2022
On Deck,San Francisco Bay Area,USA,North America,73,33.0,221,148,Education,Series A,2022
RenoRun,Montreal,Canada,North America,70,12.0,583,513,Construction,Series B,2022
Unbounce,Vancouver,Canada,North America,47,20.0,235,188,Marketing,Series A,2022
Beyond Meat,Los Angeles,USA,North America,40,4.0,1000,960,Food,Post-IPO,2022
Robinhood,San Francisco Bay Area,USA,North America,713,23.0,3100,2387,Finance,Post-IPO,2022
Latch,New York City,USA,North America,115,37.0,311,196,Security,Post-IPO,2022
Nylas,San Francisco Bay Area,USA,North America,80,25.0,320,240,Product,Series C,2022
Outreach,Seattle,USA,North America,60,5.0,1200,1140,Sales,Series G,2022
Sendy,Nairobi,Kenya,Africa,54,20.0,270,216,Logistics,Series B,2022
Sendy,Nairobi,Kenya,Africa,30,10.0,300,270,Logistics,Series B,2022
Stedi,Boulder,USA,North America,23,30.0,77,54,Product,Series B,2022
Glossier,New York City,USA,North America,19,8.0,238,219,Retail,Series E,2022
Hash,Sao Paulo,Brazil,South America,58,50.0,116,58,Finance,Series C,2022
Metigy,Sydney,Australia,Australia,75,100.0,75,0,Marketing,Series B,2022
Vee,Tel Aviv,Israel,Asia,16,32.0,50,34,HR,Seed,2022
Clearco,Toronto,Canada,North America,125,25.0,500,375,Finance,Series C,2022
Quantcast,San Francisco Bay Area,USA,North America,40,6.0,667,627,Marketing,Series C,2022
Career Karma,San Francisco Bay Area,USA,North America,60,33.0,182,122,Education,Series B,2022
Metromile,San Francisco Bay Area,USA,North America,60,20.0,300,240,Finance,Acquired,2022
Rivian,Detroit,USA,North America,840,6.0,14000,13160,Transportation,Post-IPO,2022
Vox Media,Washington DC,USA,North America,39,2.0,1950,1911,Media,Series F,2022
Coinsquare,Toronto,Canada,North America,30,24.0,125,95,Crypto,Unknown,2022
Skai,Tel Aviv,Israel,Asia,30,4.0,750,720,Marketing,Series E,2022
Shopify,Ottawa,Canada,North America,1000,10.0,10000,9000,Retail,Post-IPO,2022
Fiverr,Tel Aviv,Israel,Asia,60,8.0,750,690,Other,Post-IPO,2022
InDebted,Sydney,Australia,Australia,40,17.0,235,195,Finance,Series B,2022
Outbrain,New York City,USA,North America,38,3.0,1267,1229,Marketing,Post-IPO,2022
Dover,San Francisco Bay Area,USA,North America,23,30.0,77,54,Recruiting,Series A,2022
Immutable,Sydney,Australia,Australia,20,6.0,333,313,Crypto,Series C,2022
Pear Therapeutics,Boston,USA,North America,25,9.0,278,253,Healthcare,Post-IPO,2022
Soluto,Tel Aviv,Israel,Asia,120,100.0,120,0,Support,Acquired,2022
Eucalyptus,Sydney,Australia,Australia,50,20.0,250,200,Healthcare,Series C,2022
Quanto,Sao Paulo,Brazil,South America,28,22.0,127,99,Finance,Series A,2022
Clarify Health,San Francisco Bay Area,USA,North America,15,5.0,300,285,Healthcare,Series D,2022
Blockchain.com,London,United Kingdom,Europe,150,25.0,600,450,Crypto,Series D,2022
WHOOP,Boston,USA,North America,95,15.0,633,538,Fitness,Series F,2022
Rad Power Bikes,Seattle,USA,North America,63,10.0,630,567,Transportation,Series D,2022
Lunchbox,New York City,USA,North America,60,33.0,182,122,Food,Series B,2022
RealSelf,Seattle,USA,North America,11,5.0,220,209,Healthcare,Series B,2022
Flyhomes,Seattle,USA,North America,200,20.0,1000,800,Real Estate,Series C,2022
Lyft,San Francisco Bay Area,USA,North America,60,2.0,3000,2940,Transportation,Post-IPO,2022
Introhive,Ferdericton,Canada,North America,57,16.0,356,299,Sales,Series C,2022
Zencity,Tel Aviv,Israel,Asia,30,20.0,150,120,Other,Unknown,2022
Forma.ai,Toronto,Canada,North America,15,9.0,167,152,Sales,Series B,2022
Olive,Columbus,USA,North America,450,31.0,1452,1002,Healthcare,Series H,2022
Gemini,New York City,USA,North America,68,7.0,971,903,Crypto,Unknown,2022
Lusha,New York City,USA,North America,30,10.0,300,270,Marketing,Series B,2022
Bright Money,Bengaluru,India,Asia,100,50.0,200,100,Finance,Series A,2022
Project44,Chicago,USA,North America,63,5.0,1260,1197,Logistics,Unknown,2022
Heroes,London,United Kingdom,Europe,24,20.0,120,96,Retail,Unknown,2022
Zego,London,United Kingdom,Europe,85,17.0,500,415,Finance,Series C,2022
The Mom Project,Chicago,USA,North America,54,15.0,360,306,HR,Series C,2022
Unstoppable Do.,San Francisco Bay Area,USA,North America,42,25.0,168,126,Crypto,Series B,2022
Kiavi,San Francisco Bay Area,USA,North America,39,7.0,557,518,Real Estate,Series E,2022
Wave,Dakar,Senegal,Africa,300,15.0,2000,1700,Finance,Series A,2022
Tonal,San Francisco Bay Area,USA,North America,262,35.0,749,487,Fitness,Series E,2022
Fabric,New York City,USA,North America,120,40.0,300,180,Logistics,Series C,2022
Bryter,Berlin,Germany,Europe,100,30.0,333,233,Product,Series B,2022
ChowNow,Los Angeles,USA,North America,100,20.0,500,400,Food,Series C,2022
Involves,Florianopolis,Brazil,South America,70,18.0,389,319,Retail,Unknown,2022
Arrival,London,United Kingdom,Europe,480,30.0,2080,1600,Transportation,Post-IPO,2022
Gopuff,Philadelphia,USA,North America,1500,10.0,15000,13500,Food,Series H,2022
Hubilo,San Francisco Bay Area,USA,North America,45,12.0,375,330,Marketing,Series B,2022
Hopin,London,United Kingdom,Europe,242,29.0,834,592,Other,Series D,2022
SundaySky,New York City,USA,North America,24,13.0,185,161,Marketing,Series D,2022
Butler Hospitality,New York City,USA,North America,1000,100.0,1000,0,Food,Series B,2022
Calibrate,New York City,USA,North America,156,24.0,650,494,Healthcare,Series B,2022
Argo AI,Pittsburgh,USA,North America,150,5.0,3000,2850,Transportation,Unknown,2022
Next Insurance,San Francisco Bay Area,USA,North America,150,17.0,882,732,Finance,Series E,2022
Emotive,Los Angeles,USA,North America,30,18.0,167,137,Marketing,Series B,2022
Remote,San Francisco Bay Area,USA,North America,100,9.0,1111,1011,HR,Series C,2022
Anodot,Tel Aviv,Israel,Asia,35,27.0,130,95,Data,Series C,2022
SQream,New York City,USA,North America,30,18.0,167,137,Data,Series B,2022
Anodot,Tel Aviv,Israel,Asia,15,20.0,75,60,Data,Series C,2022
Loft,Sao Paulo,Brazil,South America,384,12.0,3200,2816,Real Estate,Unknown,2022
Bizzabo,New York City,USA,North America,120,30.0,400,280,Marketing,Series E,2022
eToro,Tel Aviv,Israel,Asia,100,6.0,1667,1567,Finance,Unknown,2022
Verbit,New York City,USA,North America,80,10.0,800,720,Data,Series E,2022
Outschool,San Francisco Bay Area,USA,North America,31,18.0,172,141,Education,Series D,2022
Bullish,Hong Kong,Hong Kong,Asia,30,8.0,375,345,Crypto,Unknown,2022
Transmit Security,Boston,USA,North America,27,7.0,386,359,Security,Series A,2022
Thimble,New York City,USA,North America,20,33.0,61,41,Finance,Series A,2022
Syte,Tel Aviv,Israel,Asia,13,8.0,163,150,Retail,Series C,2022
Lightricks,Jerusalem,Israel,Asia,80,12.0,667,587,Consumer,Series D,2022
Sendle,Sydney,Australia,Australia,27,12.0,225,198,Logistics,Series C,2022
Lendis,Berlin,Germany,Europe,18,15.0,120,102,Other,Series A,2022
Celsius,New York City,USA,North America,150,25.0,600,450,Crypto,Series B,2022
WanderJaunt,San Francisco Bay Area,USA,North America,85,100.0,85,0,Travel,Series B,2022
Canoo,Los Angeles,USA,North America,58,6.0,967,909,Transportation,Post-IPO,2022
Teleport,San Francisco Bay Area,USA,North America,15,6.0,250,235,Infrastructure,Series C,2022
Enjoy,San Francisco Bay Area,USA,North America,400,18.0,2222,1822,Retail,Post-IPO,2022
Crejo.Fun,Bengaluru,India,Asia,170,100.0,170,0,Education,Seed,2022
Stash Financial,New York City,USA,North America,40,8.0,500,460,Finance,Unknown,2022
Nate,New York City,USA,North America,30,20.0,150,120,Retail,Series A,2022
Stream,Boulder,USA,North America,20,12.0,167,147,Product,Series B,2022
Finleap Connect,Hamburg,Germany,Europe,14,10.0,140,126,Finance,Series A,2022
Abra,San Francisco Bay Area,USA,North America,12,5.0,240,228,Crypto,Series C,2022
Unity,San Francisco Bay Area,USA,North America,200,4.0,5000,4800,Other,Post-IPO,2022
Niantic,San Francisco Bay Area,USA,North America,85,8.0,1063,978,Consumer,Series D,2022
Qumulo,Seattle,USA,North America,80,19.0,421,341,Data,Series E,2022
Clutch,Toronto,Canada,North America,76,22.0,345,269,Transportation,Series B,2022
Oye Rickshaw,New Delhi,India,Asia,40,20.0,200,160,Transportation,Unknown,2022
Rows,Berlin,Germany,Europe,18,30.0,60,42,Other,Series B,2022
Baton,San Francisco Bay Area,USA,North America,16,25.0,64,48,Transportation,Series A,2022
Substack,San Francisco Bay Area,USA,North America,13,14.0,93,80,Media,Series B,2022
Huobi,Bejing,China,Asia,300,30.0,1000,700,Crypto,Unknown,2022
StockX,Detroit,USA,North America,120,8.0,1500,1380,Retail,Series E,2022
Sidecar Health,Los Angeles,USA,North America,110,40.0,275,165,Healthcare,Series C,2022
Vezeeta,Dubai,United Arabian Emirates,Asia,50,10.0,500,450,Healthcare,Series D,2022
Bright Machines,San Francisco Bay Area,USA,North America,30,8.0,375,345,Data,Unknown,2022
HealthMatch,Sydney,Australia,Australia,18,50.0,36,18,Healthcare,Series B,2022
AppLovin,San Francisco Bay Area,USA,North America,300,12.0,2500,2200,Marketing,Post-IPO,2022
UiPath,New York City,USA,North America,210,5.0,4200,3990,Data,Post-IPO,2022
Udaan,Bengaluru,India,Asia,180,4.0,4500,4320,Retail,Unknown,2022
Banxa,Melbourne,Australia,Australia,70,30.0,233,163,Crypto,Post-IPO,2022
SafeGraph,San Francisco Bay Area,USA,North America,27,25.0,108,81,Data,Series B,2022
Bitpanda,Vienna,Austria,Europe,270,27.0,1000,730,Crypto,Series C,2022
Sunday,Atlanta,USA,North America,90,23.0,391,301,Finance,Series A,2022
Bestow,Dallas,USA,North America,41,14.0,293,252,Finance,Series C,2022
Ethos Life,San Francisco Bay Area,USA,North America,40,12.0,333,293,Finance,Series D,2022
Netflix,San Francisco Bay Area,USA,North America,300,3.0,10000,9700,Media,Post-IPO,2022
Aura,Boston,USA,North America,70,9.0,778,708,Security,Series F,2022
Pipl,Spokane,USA,North America,22,13.0,169,147,Security,Unknown,2022
Vouch,San Francisco Bay Area,USA,North America,15,7.0,214,199,Finance,Series C,2022
Voyage SMS,Los Angeles,USA,North America,8,13.0,62,54,Marketing,Unknown,2022
MasterClass,San Francisco Bay Area,USA,North America,120,20.0,600,480,Education,Series E,2022
IronNet,Washington DC,USA,North America,90,35.0,257,167,Security,Post-IPO,2022
IronNet,Washington DC,USA,North America,55,17.0,324,269,Security,Post-IPO,2022
Superpedestrian,Boston,USA,North America,35,7.0,500,465,Transportation,Series C,2022
Voi,Stockholm,Sweden,Europe,35,10.0,350,315,Transportation,Series D,2022
Ritual,Toronto,Canada,North America,23,16.0,144,121,Food,Series C,2022
Ebanx,Curitiba,Brazil,South America,340,20.0,1700,1360,Finance,Series B,2022
Community,Los Angeles,USA,North America,40,30.0,133,93,Marketing,Unknown,2022
Sourcegraph,San Francisco Bay Area,USA,North America,24,8.0,300,276,Product,Series D,2022
SummerBio,San Francisco Bay Area,USA,North America,101,100.0,101,0,Healthcare,Unknown,2022
Trax,Singapore,Singapore,Asia,100,12.0,833,733,Retail,Series E,2022
Aqgromalin,Chennai,India,Asia,80,30.0,267,187,Food,Unknown,2022
Bonsai,Toronto,Canada,North America,30,55.0,55,25,Retail,Series A,2022
Brighte,Sydney,Australia,Australia,30,15.0,200,170,Energy,Series C,2022
CityMall,Gurugram,India,Asia,191,30.0,637,446,Retail,Series C,2022
BitOasis,Dubai,United Arabian Emirates,Asia,9,5.0,180,171,Crypto,Series B,2022
Unacademy,Bengaluru,India,Asia,150,3.0,5000,4850,Education,Series H,2022
Socure,Reno,USA,North America,69,13.0,531,462,Finance,Series E,2022
Finite State,Columbus,USA,North America,16,20.0,80,64,Security,Series B,2022
JOKR,New York City,USA,North America,50,5.0,1000,950,Food,Series B,2022
Zumper,San Francisco Bay Area,USA,North America,45,15.0,300,255,Real Estate,Series D,2022
Swappie,Helsinki,Finland,Europe,250,17.0,1471,1221,Retail,Series C,2022
Wealthsimple,Toronto,Canada,North America,159,13.0,1223,1064,Finance,Unknown,2022
Weee!,Fremont,USA,North America,150,10.0,1500,1350,Food,Series E,2022
Notarize,Boston,USA,North America,110,25.0,440,330,Legal,Series D,2022
Tonkean,San Francisco Bay Area,USA,North America,23,23.0,100,77,Other,Series B,2022
OpenWeb,Tel Aviv,Israel,Asia,14,5.0,280,266,Media,Series E,2022
Swyft,Toronto,Canada,North America,10,30.0,33,23,Logistics,Series A,2022
Coinbase,San Francisco Bay Area,USA,North America,1100,18.0,6111,5011,Crypto,Post-IPO,2022
Redfin,Seattle,USA,North America,470,8.0,5875,5405,Real Estate,Post-IPO,2022
Compass,New York City,USA,North America,450,10.0,4500,4050,Real Estate,Post-IPO,2022
Sami,Sao Paulo,Brazil,South America,75,15.0,500,425,Healthcare,Unknown,2022
Breathe,New Delhi,India,Asia,50,33.0,152,102,Healthcare,Series A,2022
TIFIN,Boulder,USA,North America,24,10.0,240,216,Crypto,Series D,2022
BlockFi,New York City,USA,North America,250,20.0,1250,1000,Crypto,Series E,2022
Wave Sports and Entertainment,Los Angeles,USA,North America,56,33.0,170,114,Media,Series B,2022
Studio,San Francisco Bay Area,USA,North America,33,40.0,83,50,Education,Series B,2022
Crypto.com,Singapore,Singapore,Asia,260,5.0,5200,4940,Crypto,Unknown,2022
FarEye,New Delhi,India,Asia,250,30.0,833,583,Logistics,Series E,2022
Berlin Brands Group,Berlin,Germany,Europe,100,10.0,1000,900,Retail,Unknown,2022
Sanar,Sao Paulo,Brazil,South America,60,20.0,300,240,Healthcare,Unknown,2022
Freetrade,London,United Kingdom,Europe,45,15.0,300,255,Finance,Unknown,2022
Albert,Los Angeles,USA,North America,20,8.0,250,230,Finance,Series C,2022
OneTrust,Atlanta,USA,North America,950,25.0,3800,2850,Security,Series C,2022
Stitch Fix,San Francisco Bay Area,USA,North America,330,15.0,2200,1870,Retail,Post-IPO,2022
Convoy,Seattle,USA,North America,90,7.0,1286,1196,Logistics,Series E,2022
Hologram,Chicago,USA,North America,80,40.0,200,120,Infrastructure,Series B,2022
Boozt,Malmö,Sweden,Europe,70,5.0,1400,1330,Retail,Post-IPO,2022
The Grommet,Boston,USA,North America,40,100.0,40,0,Retail,Acquired,2022
Stashaway,Singapore,Singapore,Asia,31,14.0,221,190,Finance,Series D,2022
Preply,Boston,USA,North America,26,5.0,520,494,Education,Series C,2022
Sonder,San Francisco Bay Area,USA,North America,250,21.0,1190,940,Travel,Post-IPO,2022
Truepill,San Francisco Bay Area,USA,North America,150,15.0,1000,850,Healthcare,Series D,2022
iPrice Group,Kuala Lumpur,Malaysia,Asia,50,20.0,250,200,Retail,Unknown,2022
Cazoo,London,United Kingdom,Europe,750,15.0,5000,4250,Transportation,Post-IPO,2022
Cazoo,London,United Kingdom,Europe,750,15.0,5000,4250,Transportation,Post-IPO,2022
Rupeek,Bengaluru,India,Asia,180,15.0,1200,1020,Finance,Unknown,2022
Bird,Los Angeles,USA,North America,138,23.0,600,462,Transportation,Post-IPO,2022
Dutchie,Bend,USA,North America,50,7.0,714,664,Other,Series D,2022
Superhuman,San Francisco Bay Area,USA,North America,23,22.0,105,82,Consumer,Series C,2022
Food52,New York City,USA,North America,21,15.0,140,119,Food,Acquired,2022
Carbon Health,San Francisco Bay Area,USA,North America,250,8.0,3125,2875,Healthcare,Series D,2022
PolicyGenius,New York City,USA,North America,170,25.0,680,510,Finance,Series E,2022
Yojak,Gurugram,India,Asia,140,50.0,280,140,Construction,Seed,2022
Gemini,New York City,USA,North America,100,10.0,1000,900,Crypto,Unknown,2022
Stord,Atlanta,USA,North America,59,8.0,738,679,Logistics,Series D,2022
Gather,San Francisco Bay Area,USA,North America,30,33.0,91,61,Consumer,Series B,2022
IRL,San Francisco Bay Area,USA,North America,25,25.0,100,75,Consumer,Series C,2022
Cybereason,Boston,USA,North America,100,6.0,1667,1567,Security,Series F,2022
Udayy,Gurugram,India,Asia,100,100.0,100,0,Education,Seed,2022
2TM,Sao Paulo,Brazil,South America,90,12.0,750,660,Crypto,Unknown,2022
Curve,London,United Kingdom,Europe,65,10.0,650,585,Finance,Series C,2022
Loom,San Francisco Bay Area,USA,North America,34,14.0,243,209,Product,Series C,2022
Impala,London,United Kingdom,Europe,30,35.0,86,56,Travel,Series B,2022
Tomo,Stamford,USA,North America,44,33.0,133,89,Finance,Series A,2022
BookClub,Salt Lake City,USA,North America,12,25.0,48,36,Education,Series A,2022
SWVL,Dubai,United Arabian Emirates,Asia,400,32.0,1250,850,Transportation,Post-IPO,2022
Mobile Premier League,Bengaluru,India,Asia,100,10.0,1000,900,Consumer,Series E,2022
SumUp,Sao Paulo,Brazil,South America,100,3.0,3333,3233,Finance,Unknown,2022
FrontRow,Bengaluru,India,Asia,145,30.0,483,338,Education,Series A,2022
