Company,Location_HQ,Country,Continent,Laid_Off,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Year
Trybe,Sao Paulo,Brazil,South America,47,10.0,470,423,Education,Series B,2022
Remote Year,Chicago,USA,North America,50,50.0,100,50,Travel,Series B,2020
Hippo Insurance,San Francisco Bay Area,USA,North America,70,10.0,700,630,Finance,Post-IPO,2022
Inspirato,Denver,USA,North America,109,12.0,908,799,Travel,Post-IPO,2023
AU10TIX,Tel Aviv,Israel,Asia,19,9.0,211,192,Security,Unknown,2023
Microsoft,Seattle,USA,North America,10000,5.0,200000,190000,Other,Post-IPO,2023
Captiv8,San Francisco Bay Area,USA,North America,8,3.0,267,259,Marketing,Unknown,2023
Instamojo,Bengaluru,India,Asia,6,6.0,100,94,Finance,Unknown,2020
SynapseFI,San Francisco Bay Area,USA,North America,63,48.0,131,68,Finance,Series B,2020
Airtable,San Francisco Bay Area,USA,North America,254,20.0,1270,1016,Product,Series F,2022
Lusha,New York City,USA,North America,30,10.0,300,270,Marketing,Series B,2022
Sabre,Dallas,USA,North America,1100,15.0,7333,6233,Travel,Post-IPO,2023
G2,Chicago,USA,North America,17,5.0,340,323,Marketing,Series C,2020
Exodus,Nebraska City,USA,North America,59,22.0,268,209,Crypto,Unknown,2022
Sarcos,Salt Lake City,USA,North America,75,25.0,300,225,Aerospace,Post-IPO,2023
Pagaya,New York City,USA,North America,140,20.0,700,560,Finance,Post-IPO,2023
AvantStay,Los Angeles,USA,North America,144,22.0,655,511,Travel,Private Equity …,2022
Socure,Reno,USA,North America,69,13.0,531,462,Finance,Series E,2022
Plum,Bengaluru,India,Asia,36,10.0,360,324,Healthcare,Series A,2022
TravelTriangle,Gurugram,India,Asia,250,50.0,500,250,Travel,Series D,2020
Top Hat,Toronto,Canada,North America,42,7.0,600,558,Education,Series E,2023
Emotive,Los Angeles,USA,North America,30,18.0,167,137,Marketing,Series B,2022
Thriver,Toronto,Canada,North America,75,50.0,150,75,Food,Series B,2020
Amplero,Seattle,USA,North America,17,100.0,17,0,Marketing,Series B,2020
Blend,San Francisco Bay Area,USA,North America,220,12.0,1833,1613,Finance,Post-IPO,2022
OneFootball,Berlin,Germany,Europe,62,12.0,517,455,Marketing,Series D,2022
Credit Sesame,San Francisco Bay Area,USA,North America,22,14.0,157,135,Finance,Series F,2020
DataRobot,Boston,USA,North America,200,16.66666666666667,1200,1000,Data,Series E,2020
Brex,San Francisco Bay Area,USA,North America,62,15.0,413,351,Finance,Series C,2020
Sisense,New York City,USA,North America,60,13.0,462,402,Data,Series F,2024
Navan,San Francisco Bay Area,USA,North America,145,5.0,2900,2755,Finance,Unknown,2023
Gitpod,Kiel,Germany,Europe,21,28.0,75,54,Product,Series A,2023
Gopuff,Philadelphia,USA,North America,100,2.0,5000,4900,Food,Series H,2023
Trax,Singapore,Singapore,Asia,80,8.0,1000,920,Retail,Series E,2022
Arrival,London,United Kingdom,Europe,200,25.0,800,600,Transportation,Post-IPO,2023
Hubilo,San Francisco Bay Area,USA,North America,45,12.0,375,330,Marketing,Series B,2022
ZipRecruiter,Los Angeles,USA,North America,270,20.0,1350,1080,Recruiting,Post-IPO,2023
8x8,San Francisco Bay Area,USA,North America,155,7.0,2214,2059,Support,Post-IPO,2023
Pear Therapeutics,Boston,USA,North America,59,22.0,268,209,Healthcare,Post-IPO,2022
Tonal,San Francisco Bay Area,USA,North America,262,35.0,749,487,Fitness,Series E,2022
FreshBooks,Toronto,Canada,North America,80,10.0,800,720,Finance,Unknown,2023
Knotel,New York City,USA,North America,20,8.0,250,230,Real Estate,Series C,2020
Lightspeed Company,Montreal,Canada,North America,300,10.0,3000,2700,Retail,Post-IPO,2023
DocuSign,San Francisco Bay Area,USA,North America,671,9.0,7456,6785,Sales,Post-IPO,2022
Jump,New York City,USA,North America,500,100.0,500,0,Transportation,Acquired,2020
Lighter Capital,Seattle,USA,North America,18,22.0,82,64,Finance,Series B,2020
Wildlife Studios,Sao Paulo,Brazil,South America,300,20.0,1500,1200,Consumer,Unknown,2022
Synergysuite,Salt Lake City,USA,North America,5,7.0,71,66,Food,Series A,2020
Pacaso,San Francisco Bay Area,USA,North America,100,30.0,333,233,Real Estate,Series C,2022
Mux,San Francisco Bay Area,USA,North America,40,20.0,200,160,Infrastructure,Series D,2022
Superpedestrian,Boston,USA,North America,35,7.0,500,465,Transportation,Series C,2022
Parsable,San Francisco Bay Area,USA,North America,40,25.0,160,120,HR,Series C,2020
SQream,New York City,USA,North America,30,18.0,167,137,Data,Series B,2022
Convene,New York City,USA,North America,150,18.0,833,683,Real Estate,Series D,2020
Edgio,Phoenix,USA,North America,134,12.0,1117,983,Infrastructure,Post-IPO,2023
Bitpanda,Vienna,Austria,Europe,270,27.0,1000,730,Crypto,Series C,2022
Lacework,San Francisco Bay Area,USA,North America,300,20.0,1500,1200,Security,Series D,2022
Frontdesk,Milwaukee,USA,North America,200,100.0,200,0,Travel,Unknown,2024
Crossbeam,Philadelphia,USA,North America,17,15.0,113,96,Sales,Series C,2023
Dark,San Francisco Bay Area,USA,North America,6,100.0,6,0,Product,Seed,2020
Deliveroo,London,United Kingdom,Europe,350,9.0,3889,3539,Food,Post-IPO,2023
Earnin,San Francisco Bay Area,USA,North America,50,20.0,250,200,Finance,Series C,2020
Zepz,London,United Kingdom,Europe,30,2.0,1500,1470,Finance,Series E,2023
Houzz,San Francisco Bay Area,USA,North America,95,8.0,1188,1093,Consumer,Series E,2022
Netflix,San Francisco Bay Area,USA,North America,150,1.0,15000,14850,Media,Post-IPO,2022
DigitalOcean,New York City,USA,North America,200,11.0,1818,1618,Infrastructure,Post-IPO,2023
Shogun,San Francisco Bay Area,USA,North America,48,30.0,160,112,Retail,Series C,2022
Repertoire Immu…,Boston,USA,North America,65,50.0,130,65,Healthcare,Series B,2022
Zume,Camarillo,USA,North America,200,67.0,299,99,Food,Unknown,2020
Glitch,New York City,USA,North America,18,36.0,50,32,Product,Series A,2020
Mainstreet,San Francisco Bay Area,USA,North America,45,30.0,150,105,Finance,Series A,2022
IronNet,Washington DC,USA,North America,90,35.0,257,167,Security,Post-IPO,2022
Benchling,San Francisco Bay Area,USA,North America,74,9.0,822,748,Other,Series F,2023
Stash,New York City,USA,North America,40,10.0,400,360,Finance,Unknown,2023
Liv Up,Sao Paulo,Brazil,South America,100,15.0,667,567,Food,Series D,2022
Archipelago,San Francisco Bay Area,USA,North America,40,30.0,133,93,Real Estate,Series B,2023
Bryter,Berlin,Germany,Europe,100,30.0,333,233,Product,Series B,2022
Calm,San Francisco Bay Area,USA,North America,90,20.0,450,360,Healthcare,Series C,2022
Chipper Cash,San Francisco Bay Area,USA,North America,50,13.0,385,335,Finance,Series C,2022
Permutive,London,United Kingdom,Europe,30,12.0,250,220,Marketing,Series C,2022
Beyond Meat,Los Angeles,USA,North America,65,8.0,813,748,Food,Post-IPO,2023
Eightfold AI,San Francisco Bay Area,USA,North America,90,15.0,600,510,HR,Series E,2023
UPshow,Chicago,USA,North America,19,30.0,63,44,Marketing,Series A,2020
REE Automotive,Tel Aviv,Israel,Asia,31,11.0,282,251,Transportation,Post-IPO,2023
American Robotics,Boston,USA,North America,50,65.0,77,27,Other,Acquired,2023
Augury,New York City,USA,North America,20,5.0,400,380,Manufacturing,Series E,2023
Rapid,San Francisco Bay Area,USA,North America,115,50.0,230,115,Finance,Series D,2023
Community,Los Angeles,USA,North America,40,30.0,133,93,Marketing,Unknown,2022
Stay Alfred,Spokane,USA,North America,221,100.0,221,0,Travel,Series B,2020
Doma,San Francisco Bay Area,USA,North America,310,15.0,2067,1757,Finance,Post-IPO,2022
OutboundEngine,Austin,USA,North America,52,28.0,186,134,Marketing,Series C,2020
BetterUp,San Francisco Bay Area,USA,North America,100,16.0,625,525,HR,Series E,2023
AliExpress Russia,Moscow,Russia,Europe,400,40.0,1000,600,Retail,Acquired,2022
Kitty Hawk,San Francisco Bay Area,USA,North America,100,100.0,100,0,Aerospace,Unknown,2022
ClickUp,San Diego,USA,North America,60,7.0,857,797,Other,Series C,2022
TaxBit,San Francisco Bay Area,USA,North America,80,40.0,200,120,Crypto,Unknown,2023
Forward,San Francisco Bay Area,USA,North America,10,3.0,333,323,Healthcare,Series C,2020
Trigo,Tel Aviv,Israel,Asia,30,15.0,200,170,Retail,Series C,2024
Stedi,Boulder,USA,North America,23,30.0,77,54,Product,Series B,2022
Deliveroo Australia,Melbourne,Australia,Australia,120,100.0,120,0,Food,Post-IPO,2022
LivePerson,New York City,USA,North America,193,11.0,1755,1562,Support,Post-IPO,2022
Lime,San Francisco Bay Area,USA,North America,80,13.0,615,535,Transportation,Series D,2020
JD.ID,Jakarta,Indonesia,Asia,200,30.0,667,467,Retail,Post-IPO,2022
Carvana,Phoenix,USA,North America,1500,8.0,18750,17250,Transportation,Post-IPO,2022
Skai,Tel Aviv,Israel,Asia,30,4.0,750,720,Marketing,Series E,2022
Relativity,Chicago,USA,North America,150,10.0,1500,1350,Legal,Private Equity …,2022
Oda,Oslo,Norway,Europe,70,6.0,1167,1097,Food,Unknown,2022
Quantcast,San Francisco Bay Area,USA,North America,30,5.0,600,570,Marketing,Series C,2020
Glossier,New York City,USA,North America,19,8.0,238,219,Retail,Series E,2022
AudioCodes,Tel Aviv,Israel,Asia,80,6.0,1333,1253,Other,Post-IPO,2023
Plato,San Francisco Bay Area,USA,North America,29,50.0,58,29,HR,Seed,2022
The Mom Project,Chicago,USA,North America,54,15.0,360,306,HR,Series C,2022
Freightos,Miami,USA,North America,50,13.0,385,335,Logistics,Post-IPO,2023
Synapsica,New Delhi,India,Asia,30,30.0,100,70,Healthcare,Series A,2022
Kry,Stockholm,Sweden,Europe,300,10.0,3000,2700,Healthcare,Series D,2022
Workday,San Francisco Bay Area,USA,North America,525,3.0,17500,16975,HR,Post-IPO,2023
Smallcase,Bengaluru,India,Asia,15,4.0,375,360,Finance,Series C,2023
Elinvar,Berlin,Germany,Europe,43,33.0,130,87,Finance,Unknown,2022
Sami,Sao Paulo,Brazil,South America,75,15.0,500,425,Healthcare,Unknown,2022
Forma.ai,Toronto,Canada,North America,15,9.0,167,152,Sales,Series B,2022
WanderJaunt,San Francisco Bay Area,USA,North America,85,100.0,85,0,Travel,Series B,2022
Synapse,San Francisco Bay Area,USA,North America,86,40.0,215,129,Finance,Series B,2023
Freshbooks,Toronto,Canada,North America,38,9.0,422,384,Finance,Series B,2020
Coterie Insurance,Cincinnati,USA,North America,30,20.0,150,120,Finance,Series B,2022
Unity,San Francisco Bay Area,USA,North America,200,4.0,5000,4800,Other,Post-IPO,2022
Mejuri,Toronto,Canada,North America,50,10.0,500,450,Retail,Series B,2022
Cruise,San Francisco Bay Area,USA,North America,900,24.0,3750,2850,Transportation,Acquired,2023
Vedantu,Bengaluru,India,Asia,424,7.0,6057,5633,Education,Series E,2022
Indeed,Austin,USA,North America,2200,15.0,14667,12467,HR,Acquired,2023
Fundbox,San Francisco Bay Area,USA,North America,14,15.0,93,79,Finance,Series C,2020
Rock Content,Belo Horizonte,Brazil,South America,100,20.0,500,400,Marketing,Series A,2020
Flexport,San Francisco Bay Area,USA,North America,640,20.0,3200,2560,Logistics,Series E,2023
Cars24,Gurugram,India,Asia,600,6.0,10000,9400,Transportation,Series G,2022
ChowNow,Los Angeles,USA,North America,100,20.0,500,400,Food,Series C,2022
Clinc,Ann Arbor,USA,North America,40,32.0,125,85,Support,Series B,2020
Outreach,Seattle,USA,North America,70,7.0,1000,930,Sales,Series G,2023
The Athletic,San Francisco Bay Area,USA,North America,46,8.0,575,529,Media,Series D,2020
Fireblocks,New York City,USA,North America,30,5.0,600,570,Crypto,Series E,2023
Grubhub,San Francisco Bay Area,USA,North America,400,15.0,2667,2267,Food,Acquired,2023
Lokalise,Dover,USA,North America,76,23.0,330,254,Other,Series B,2022
Fi.Money,Bengaluru,India,Asia,30,10.0,300,270,Finance,Series C,2023
Matterport,San Francisco Bay Area,USA,North America,90,34.0,265,175,Data,Series D,2020
GoodRx,Los Angeles,USA,North America,140,16.0,875,735,Healthcare,Post-IPO,2022
Wave,Dakar,Senegal,Africa,300,15.0,2000,1700,Finance,Series A,2022
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,8000,10.0,80000,72000,Sales,Post-IPO,2023
IRL,San Francisco Bay Area,USA,North America,25,25.0,100,75,Consumer,Series C,2022
Antidote Health,Tel Aviv,Israel,Asia,23,38.0,61,38,Healthcare,Unknown,2022
Innovid,New York City,USA,North America,40,10.0,400,360,Marketing,Post-IPO,2023
Motive,San Francisco Bay Area,USA,North America,237,6.0,3950,3713,Transportation,Series F,2022
Smartsheet,Seattle,USA,North America,85,3.0,2833,2748,Other,Post-IPO,2023
Physics Wallah,Noida,India,Asia,120,1.0,12000,11880,Education,Series A,2023
Built In,Chicago,USA,North America,50,25.0,200,150,Recruiting,Series C,2022
C2FO,Kansas City,USA,North America,80,3.0,2667,2587,Finance,Series H,2023
Vouch,San Francisco Bay Area,USA,North America,15,7.0,214,199,Finance,Series C,2022
Project44,Chicago,USA,North America,63,5.0,1260,1197,Logistics,Unknown,2022
Code42,Minneapolis,USA,North America,25,5.0,500,475,Data,Series B,2020
Enjoei,Sao Paulo,Brazil,South America,31,10.0,310,279,Retail,Unknown,2023
Unacademy,Bengaluru,India,Asia,150,3.0,5000,4850,Education,Series H,2022
Grin,Sacramento,USA,North America,60,13.0,462,402,Marketing,Series B,2022
FourKites,Chicago,USA,North America,60,8.0,750,690,Logistics,Series D,2022
New Relic,San Francisco Bay Area,USA,North America,160,7.0,2286,2126,Infrastructure,Post-IPO,2021
ZestMoney,Bengaluru,India,Asia,100,20.0,500,400,Finance,Series C,2023
Latch,New York City,USA,North America,115,37.0,311,196,Security,Post-IPO,2022
ChowNow,Los Angeles,USA,North America,40,10.0,400,360,Food,Series C,2022
Trybe,Sao Paulo,Brazil,South America,128,35.0,366,238,Education,Series B,2023
Bird,Los Angeles,USA,North America,138,23.0,600,462,Transportation,Post-IPO,2022
Loft,Sao Paulo,Brazil,South America,384,12.0,3200,2816,Real Estate,Unknown,2022
Dapper Labs,Vancouver,Canada,North America,134,22.0,609,475,Crypto,Series D,2022
8x8,San Francisco Bay Area,USA,North America,200,9.0,2222,2022,Support,Post-IPO,2022
Cisco,San Francisco Bay Area,USA,North America,4100,5.0,82000,77900,Infrastructure,Post-IPO,2022
PeerStreet,Los Angeles,USA,North America,51,30.0,170,119,Finance,Series C,2020
Dataminr,New York City,USA,North America,150,20.0,750,600,AI,Series F,2023
Highsnobiety,Berlin,Germany,Europe,24,10.0,240,216,Media,Acquired,2023
Weee!,Fremont,USA,North America,150,10.0,1500,1350,Food,Series E,2022
SWVL,Dubai,United Arabian Emirates,Asia,400,32.0,1250,850,Transportation,Post-IPO,2022
GrayMeta,Los Angeles,USA,North America,20,40.0,50,30,Data,Unknown,2020
AudioCodes,Tel Aviv,Israel,Asia,80,6.0,1333,1253,Other,Post-IPO,2023
Gorillas,Berlin,Germany,Europe,300,50.0,600,300,Food,Series C,2022
Foodsby,Minneapolis,USA,North America,87,67.0,130,43,Food,Series B,2020
Trax,Tel Aviv,Israel,Asia,120,10.0,1200,1080,Retail,Series D,2020
Namogoo,Tel Aviv,Israel,Asia,25,15.0,167,142,Marketing,Series C,2022
Zepz,London,United Kingdom,Europe,420,26.0,1615,1195,Finance,Series E,2023
Cerebral,Walnut,USA,North America,285,15.0,1900,1615,Healthcare,Series C,2023
Alice,Sao Paulo,Brazil,South America,113,16.0,706,593,Healthcare,Series C,2022
Patreon,San Francisco Bay Area,USA,North America,30,13.0,231,201,Media,Series D,2020
TheSkimm,New York City,USA,North America,26,20.0,130,104,Media,Series C,2020
Jiobit,Chicago,USA,North America,6,21.0,29,23,Consumer,Unknown,2020
Lev,New York City,USA,North America,30,30.0,100,70,Real Estate,Series B,2022
Breather,Montreal,Canada,North America,120,80.0,150,30,Real Estate,Series D,2020
Back Market,Paris,France,Europe,93,13.0,715,622,Retail,Series E,2022
Cityblock Health,New York City,USA,North America,155,12.0,1292,1137,Healthcare,Series D,2023
Unity,San Francisco Bay Area,USA,North America,265,4.0,6625,6360,Other,Post-IPO,2023
Worksmith,Austin,USA,North America,30,50.0,60,30,Retail,Unknown,2020
Ajaib,Jakarta,Indonesia,Asia,67,8.0,838,771,Finance,Unknown,2022
Zeus Living,San Francisco Bay Area,USA,North America,64,46.0,139,75,Real Estate,Series C,2022
Top Hat,Toronto,Canada,North America,16,3.0,533,517,Education,Series D,2020
On Deck,San Francisco Bay Area,USA,North America,72,25.0,288,216,Education,Series A,2022
Lyft,San Francisco Bay Area,USA,North America,982,17.0,5776,4794,Transportation,Post-IPO,2020
Cazoo,London,United Kingdom,Europe,750,15.0,5000,4250,Transportation,Post-IPO,2022
Acko,Mumbai,India,Asia,45,9.0,500,455,Finance,Unknown,2020
Xero,Wellington,New Zealand,Australia,800,15.0,5333,4533,Finance,Post-IPO,2023
Metromile,San Francisco Bay Area,USA,North America,60,20.0,300,240,Finance,Acquired,2022
Gloat,New York City,USA,North America,35,12.0,292,257,HR,Series D,2023
Hippo Insurance,San Francisco Bay Area,USA,North America,120,20.0,600,480,Finance,Post-IPO,2023
SmartNews,Tokyo,Japan,Asia,120,40.0,300,180,Media,Series F,2023
WanderJaunt,San Francisco Bay Area,USA,North America,56,23.0,243,187,Travel,Series B,2020
TRM Labs,San Francisco Bay Area,USA,North America,16,9.0,178,162,Crypto,Series B,2023
MariaDB,San Francisco Bay Area,USA,North America,84,28.0,300,216,Data,Post-IPO,2023
AlayaCare,Montreal,Canada,North America,80,14.0,571,491,Healthcare,Series D,2022
Wish,San Francisco Bay Area,USA,North America,190,15.0,1267,1077,Retail,Post-IPO,2022
Amazon,Seattle,USA,North America,8000,2.0,400000,392000,Retail,Post-IPO,2023
Zenefits,San Francisco Bay Area,USA,North America,87,15.0,580,493,HR,Series C,2020
Flywheel Sports,New York City,USA,North America,784,98.0,800,16,Fitness,Acquired,2020
Homie,Salt Lake City,USA,North America,40,13.0,308,268,Real Estate,Series B,2022
Gympass,Sao Paulo,Brazil,South America,467,33.0,1415,948,Fitness,Series D,2020
Fifth Season,Pittsburgh,USA,North America,100,100.0,100,0,Food,Series B,2022
ConsenSys,New York City,USA,North America,91,14.0,650,559,Crypto,Unknown,2020
Zeus Living,San Francisco Bay Area,USA,North America,73,50.0,146,73,Real Estate,Series B,2020
CTO.ai,Vancouver,Canada,North America,30,50.0,60,30,Infrastructure,Seed,2020
Branch Metrics,San Francisco Bay Area,USA,North America,100,20.0,500,400,Marketing,Series E,2020
Coinsquare,Toronto,Canada,North America,30,24.0,125,95,Crypto,Unknown,2022
Reddit,San Francisco Bay Area,USA,North America,90,5.0,1800,1710,Consumer,Series F,2023
Truepill,San Francisco Bay Area,USA,North America,150,15.0,1000,850,Healthcare,Series D,2022
Zencity,Tel Aviv,Israel,Asia,30,20.0,150,120,Other,Unknown,2022
Ada Support,Toronto,Canada,North America,36,23.0,157,121,Support,Series B,2020
Niantic,San Francisco Bay Area,USA,North America,85,8.0,1063,978,Consumer,Series D,2022
SummerBio,San Francisco Bay Area,USA,North America,101,100.0,101,0,Healthcare,Unknown,2022
Chegg,San Francisco Bay Area,USA,North America,80,4.0,2000,1920,Education,Post-IPO,2023
BusBud,Montreal,Canada,North America,23,32.0,72,49,Transportation,Series B,2020
Loft,Sao Paulo,Brazil,South America,312,12.0,2600,2288,Real Estate,Unknown,2022
Cvent,Washington DC,USA,North America,400,10.0,4000,3600,Marketing,Acquired,2020
Kayak / OpenTable,Stamford,USA,North America,160,8.0,2000,1840,Travel,Acquired,2020
Milkbasket,Gurugram,India,Asia,400,67.0,597,197,Food,Acquired,2023
Pipedrive,Tallinn,Estonia,Europe,143,15.0,953,810,Sales,Private Equity …,2022
Zoox,San Francisco Bay Area,USA,North America,100,10.0,1000,900,Transportation,Series B,2020
Intercom,San Francisco Bay Area,USA,North America,39,6.0,650,611,Support,Series D,2020
Lucid Software,Salt Lake City,USA,North America,75,7.0,1071,996,Other,Series E,2023
Pendo,Raleigh,USA,North America,100,12.0,833,733,Product,Series F,2023
Wayfair,Boston,USA,North America,1750,10.0,17500,15750,Retail,Post-IPO,2023
GoSpotCheck,Denver,USA,North America,23,20.0,115,92,Retail,Series B,2020
N26,Berlin,Germany,Europe,71,4.0,1775,1704,Finance,Series E,2023
Rover,Seattle,USA,North America,194,41.0,473,279,Consumer,Series G,2020
Stitch Fix,San Francisco Bay Area,USA,North America,1400,18.0,7778,6378,Retail,Post-IPO,2020
Chipper Cash,San Francisco Bay Area,USA,North America,15,33.0,45,30,Finance,Series C,2023
Meero,Paris,France,Europe,350,50.0,700,350,Other,Series C,2022
Mejuri,Toronto,Canada,North America,36,15.0,240,204,Retail,Series B,2020
Flockjay,San Francisco Bay Area,USA,North America,37,50.0,74,37,Education,Series A,2021
Parler,Nashville,USA,North America,60,75.0,80,20,Consumer,Series B,2023
Domestika,Madrid,Spain,Europe,89,45.0,198,109,Education,Series D,2023
Sunday,Atlanta,USA,North America,90,23.0,391,301,Finance,Series A,2022
Tor,Boston,USA,North America,13,37.0,35,22,Security,Unknown,2020
Oye Rickshaw,New Delhi,India,Asia,40,20.0,200,160,Transportation,Unknown,2022
Usermind,Seattle,USA,North America,15,25.0,60,45,Marketing,Series C,2020
Chime,San Francisco Bay Area,USA,North America,156,12.0,1300,1144,Finance,Series G,2022
Beam Benefits,Columbus,USA,North America,31,8.0,388,357,Healthcare,Series E,2023
Lending Club,San Francisco Bay Area,USA,North America,460,30.0,1533,1073,Finance,Post-IPO,2020
Slite,Paris,France,Europe,10,25.0,40,30,Other,Series A,2023
GoCardless,London,United Kingdom,Europe,150,17.0,882,732,Finance,Series G,2023
Kaltura,New York City,USA,North America,75,11.0,682,607,Media,Post-IPO,2023
RenoRun,Montreal,Canada,North America,210,43.0,488,278,Construction,Series B,2022
Audible,New York City,USA,North America,100,5.0,2000,1900,Media,Acquired,2024
Aqua Security,Tel Aviv,Israel,Asia,24,9.0,267,243,Security,Series C,2020
Carwow,London,United Kingdom,Europe,70,20.0,350,280,Transportation,Unknown,2022
Notarize,Boston,USA,North America,110,25.0,440,330,Legal,Series D,2022
Headspace,Los Angeles,USA,North America,50,4.0,1250,1200,Healthcare,Unknown,2022
Kenoby,Sao Paulo,Brazil,South America,18,16.0,113,95,Recruiting,Unknown,2020
Rubicon Project,Los Angeles,USA,North America,50,8.0,625,575,Marketing,Post-IPO,2020
Sonos,New York City,USA,North America,130,7.0,1857,1727,Consumer,Post-IPO,2023
Google,San Francisco Bay Area,USA,North America,12000,6.0,200000,188000,Consumer,Post-IPO,2023
Preply,Boston,USA,North America,26,5.0,520,494,Education,Series C,2022
Showpad,Chicago,USA,North America,52,12.0,433,381,Marketing,Series D,2020
Loom,San Francisco Bay Area,USA,North America,23,11.0,209,186,Product,Series C,2022
Moglix,Singapore,Singapore,Asia,40,2.0,2000,1960,Retail,Series F,2023
Similarweb,New York City,USA,North America,60,6.0,1000,940,Other,Post-IPO,2023
Swiggy,Bengaluru,India,Asia,1100,14.0,7857,6757,Food,Series I,2020
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,1.0,100000,99000,Sales,Post-IPO,2022
CareRev,Los Angeles,USA,North America,100,33.0,303,203,Healthcare,Series A,2023
Woven,Indianapolis,USA,North America,5,15.0,33,28,HR,Series A,2022
Mobile Premier League,Bengaluru,India,Asia,100,10.0,1000,900,Consumer,Series E,2022
Earnix,Tel Aviv,Israel,Asia,30,10.0,300,270,Finance,Unknown,2023
Substack,San Francisco Bay Area,USA,North America,13,14.0,93,80,Media,Series B,2022
Fetch,Madison,USA,North America,100,10.0,1000,900,Retail,Series E,2023
Fittr,Pune,India,Asia,30,11.0,273,243,Fitness,Series A,2023
Ibotta,Denver,USA,North America,87,15.0,580,493,Retail,Series D,2020
Ermetic,San Francisco Bay Area,USA,North America,30,17.0,176,146,Security,Series B,2023
Sisense,New York City,USA,North America,100,15.0,667,567,Data,Series F,2023
Horizn Studios,Berlin,Germany,Europe,15,25.0,60,45,Travel,Series B,2020
Healthy.io,Tel Aviv,Israel,Asia,70,33.0,212,142,Healthcare,Series D,2023
Fabric,New York City,USA,North America,120,40.0,300,180,Logistics,Series C,2022
Dunzo,Bengaluru,India,Asia,300,30.0,1000,700,Food,Unknown,2023
Thumbtack,San Francisco Bay Area,USA,North America,250,30.0,833,583,Consumer,Series F,2020
Wonolo,San Francisco Bay Area,USA,North America,46,13.0,354,308,Recruiting,Series C,2020
Integral Ad Scien…,New York City,USA,North America,70,10.0,700,630,Marketing,Acquired,2020
#Paid,Toronto,Canada,North America,19,17.0,112,93,Marketing,Series B,2023
Bizzabo,New York City,USA,North America,120,30.0,400,280,Marketing,Series E,2022
Flink,Berlin,Germany,Europe,8000,40.0,20000,12000,Food,Series B,2023
Recharge,Los Angeles,USA,North America,84,17.0,494,410,Finance,Series B,2022
InSightec,Haifa,Israel,Asia,100,20.0,500,400,Healthcare,Unknown,2023
Inspirato,Denver,USA,North America,50,6.0,833,783,Travel,Post-IPO,2023
Ada,Toronto,Canada,North America,78,16.0,488,410,Support,Series C,2022
Iris Nova,New York City,USA,North America,9,50.0,18,9,Food,Seed,2020
Boozt,Malmö,Sweden,Europe,70,5.0,1400,1330,Retail,Post-IPO,2022
The RealReal,San Francisco Bay Area,USA,North America,235,10.0,2350,2115,Retail,Post-IPO,2020
Eden / Managed …,New York City,USA,North America,40,40.0,100,60,Real Estate,Series B,2020
Greenlight,Atlanta,USA,North America,104,21.0,495,391,Finance,Series D,2023
PickYourTrail,Chennai,India,Asia,70,35.0,200,130,Travel,Series A,2020
Faire,San Francisco Bay Area,USA,North America,84,7.0,1200,1116,Retail,Series G,2022
Cogito,Boston,USA,North America,24,14.0,171,147,Support,Series C,2020
EasyPost,San Francisco Bay Area,USA,North America,50,25.0,200,150,Logistics,Series A,2020
DocuSign,San Francisco Bay Area,USA,North America,680,10.0,6800,6120,Sales,Post-IPO,2023
Vee,Tel Aviv,Israel,Asia,17,50.0,34,17,HR,Seed,2022
Rubius,Boston,USA,North America,160,75.0,213,53,Healthcare,Post-IPO,2022
Cybereason,Boston,USA,North America,100,6.0,1667,1567,Security,Series F,2022
Smava,Berlin,Germany,Europe,100,15.0,667,567,Finance,Unknown,2022
Oda,Oslo,Norway,Europe,70,18.0,389,319,Food,Unknown,2022
Carta,San Francisco Bay Area,USA,North America,161,16.0,1006,845,Finance,Series E,2020
Jama,Portland,USA,North America,12,5.0,240,228,Product,Unknown,2020
VSCO,San Francisco Bay Area,USA,North America,45,35.0,129,84,Consumer,Series B,2020
Jetty,New York City,USA,North America,35,40.0,88,53,Finance,Series B,2020
Quantcast,San Francisco Bay Area,USA,North America,40,6.0,667,627,Marketing,Series C,2022
Argo AI,Pittsburgh,USA,North America,173,6.070175438596491,2850,2677,Transportation,Unknown,2022
Pollen,London,United Kingdom,Europe,200,33.0,606,406,Travel,Series C,2022
Jumia,Lagos,Nigeria,Africa,900,20.0,4500,3600,Retail,Post-IPO,2022
Crypto.com,Singapore,Singapore,Asia,2000,30.0,6667,4667,Crypto,Unknown,2022
UiPath,New York City,USA,North America,241,6.0,4017,3776,Data,Post-IPO,2022
Uber,Amsterdam,Netherlands,Europe,225,25.0,900,675,Transportation,Post-IPO,2020
Omie,Sao Paulo,Brazil,South America,136,31.0,439,303,Finance,Series B,2020
Deputy,Sydney,Australia,Australia,60,30.0,200,140,HR,Series B,2020
Bridgit,Waterloo,Canada,North America,13,13.0,100,87,Construction,Series B,2022
Treehouse,Portland,USA,North America,41,90.0,46,5,Education,Series B,2021
Thread,London,United Kingdom,Europe,30,50.0,60,30,Retail,Acquired,2022
